MISSIONID,OBS_YEAR,SITE,SITEVISITID,ISLAND,DATE_,DIVER,Method,Transectid,TRANSECT,Segmentid,SEGMENT,SEGLENGTH,SEGWIDTH,No colony observed,SITE_MIN_DEPTH,SITE_MAX_DEPTH,LATITUDE,LONGITUDE,REEF_ZONE,DEPTH_BIN
HA1801,2018,SWA-788,11767,Swains,20-Jun-18,JDG,ADULT,867,1,1330,5,2.5,1,0,8,10,-11.046745,-171.081099,Forereef,Shallow
HA1801,2018,SWA-788,11767,Swains,20-Jun-18,JDG,JUVENILE,867,1,1332,1,1,1,0,8,10,-11.046745,-171.081099,Forereef,Shallow
HA1801,2018,SWA-788,11767,Swains,20-Jun-18,JDG,JUVENILE,867,1,1336,5,1,1,0,8,10,-11.046745,-171.081099,Forereef,Shallow
HA1801,2018,SWA-766,11772,Swains,21-Jun-18,MSW,ADULT,881,1,1344,3,2.5,1,0,38,42,-11.051502,-171.065469,Forereef,Mid
HA1801,2018,SWA-766,11772,Swains,21-Jun-18,MSW,ADULT,881,1,1348,7,2.5,1,0,38,42,-11.051502,-171.065469,Forereef,Mid
HA1801,2018,SWA-766,11772,Swains,21-Jun-18,MSW,JUVENILE,881,1,1352,3,1,1,0,38,42,-11.051502,-171.065469,Forereef,Mid
HA1801,2018,SWA-766,11772,Swains,21-Jun-18,JDG,JUVENILE,881,1,1354,1,1,1,0,38,42,-11.051502,-171.065469,Forereef,Mid
HA1801,2018,SWA-802,11774,Swains,21-Jun-18,MSW,ADULT,885,1,1368,3,2.5,1,-1,7,8,-11.05859,-171.09083,Forereef,Shallow
HA1801,2018,SWA-802,11774,Swains,21-Jun-18,MSW,JUVENILE,885,1,1372,3,1,1,-1,7,8,-11.05859,-171.09083,Forereef,Shallow
HA1801,2018,SWA-802,11774,Swains,21-Jun-18,MSW,ADULT,885,1,1364,5,2.5,1,0,7,8,-11.05859,-171.09083,Forereef,Shallow
HA1801,2018,SWA-802,11774,Swains,21-Jun-18,MSW,JUVENILE,885,1,1376,5,1,1,-1,7,8,-11.05859,-171.09083,Forereef,Shallow
HA1801,2018,TUT-2897,11812,Tutuila,29-Jun-18,JDG,ADULT,921,1,1386,7,2.5,1,0,71,73,-14.237139,-170.6732,Forereef,Deep
HA1801,2018,TUT-2929,11814,Tutuila,29-Jun-18,MAR,ADULT,925,1,1398,5,2.5,1,0,44,46,-14.23855,-170.669358,Forereef,Mid
HA1801,2018,TUT-2897,11812,Tutuila,29-Jun-18,MSW,JUVENILE,921,1,1410,5,1,1,0,71,73,-14.237139,-170.6732,Forereef,Deep
HA1801,2018,HOW-866,11573,Howland,8-Jun-18,JDG,JUVENILE,683,1,850,5,1,1,-1,46,52,0.48972,-176.3747,Forereef,Mid
HA1801,2018,HOW-866,11573,Howland,8-Jun-18,JDG,ADULT,683,1,842,1,2.5,1,0,46,52,0.48972,-176.3747,Forereef,Mid
HA1801,2018,HOW-866,11573,Howland,8-Jun-18,MSW,ADULT,683,1,846,3,2.5,1,0,46,52,0.48972,-176.3747,Forereef,Mid
HA1801,2018,HOW-861,11622,Howland,9-Jun-18,MSW,ADULT,705,1,894,7,2.5,1,-1,48,53,0.8052,-176.60971,Forereef,Mid
HA1801,2018,BAK-724,11714,Baker,14-Jun-18,JDG,ADULT,801,1,1124,1,2.5,1,0,-,-,0.18673,-176.47002,Forereef,Deep
HA1801,2018,BAK-724,11714,Baker,14-Jun-18,JDG,ADULT,801,1,1128,5,2.5,1,0,-,-,0.18673,-176.47002,Forereef,Deep
HA1801,2018,BAK-724,11714,Baker,14-Jun-18,JDG,JUVENILE,801,1,1134,5,1,1,-1,-,-,0.18673,-176.47002,Forereef,Deep
HA1801,2018,BAK-804,11716,Baker,14-Jun-18,MSW,ADULT,805,1,1138,5,2.5,1,0,-,-,0.20376,-176.47806,Forereef,Shallow
HA1801,2018,BAK-752,11715,Baker,14-Jun-18,JDG,ADULT,803,1,1142,5,2.5,1,0,-,-,0.20007,-176.48407,Forereef,Mid
HA1801,2018,BAK-752,11715,Baker,14-Jun-18,JDG,JUVENILE,803,1,1148,5,1,1,-1,-,-,0.20007,-176.48407,Forereef,Mid
HA1801,2018,BAK-804,11716,Baker,14-Jun-18,MSW,ADULT,805,1,1156,7,2.5,1,0,-,-,0.20376,-176.47806,Forereef,Shallow
HA1801,2018,BAK-804,11716,Baker,14-Jun-18,MSW,JUVENILE,805,1,1158,3,1,1,-1,-,-,0.20376,-176.47806,Forereef,Shallow
HA1801,2018,BAK-804,11716,Baker,14-Jun-18,MSW,JUVENILE,805,1,1160,5,1,1,0,-,-,0.20376,-176.47806,Forereef,Shallow
HA1801,2018,SWA-766,11772,Swains,21-Jun-18,JDG,ADULT,881,1,1342,1,2.5,1,0,38,42,-11.051502,-171.065469,Forereef,Mid
HA1801,2018,SWA-766,11772,Swains,21-Jun-18,MSW,ADULT,881,1,1346,5,2.5,1,0,38,42,-11.051502,-171.065469,Forereef,Mid
HA1801,2018,SWA-766,11772,Swains,21-Jun-18,JDG,JUVENILE,881,1,1350,5,1,1,0,38,42,-11.051502,-171.065469,Forereef,Mid
HA1801,2018,SWA-802,11774,Swains,21-Jun-18,MSW,ADULT,885,1,1370,7,2.5,1,0,7,8,-11.05859,-171.09083,Forereef,Shallow
HA1801,2018,SWA-802,11774,Swains,21-Jun-18,JDG,JUVENILE,885,1,1374,1,1,1,0,7,8,-11.05859,-171.09083,Forereef,Shallow
HA1801,2018,SWA-802,11774,Swains,21-Jun-18,JDG,ADULT,885,1,1366,1,2.5,1,0,7,8,-11.05859,-171.09083,Forereef,Shallow
HA1801,2018,TUT-2897,11812,Tutuila,29-Jun-18,JDG,JUVENILE,921,1,1384,1,1,1,0,71,73,-14.237139,-170.6732,Forereef,Deep
HA1801,2018,TUT-2897,11812,Tutuila,29-Jun-18,BH,JUVENILE,921,1,1390,3,1,1,0,71,73,-14.237139,-170.6732,Forereef,Deep
HA1801,2018,TUT-2927,11813,Tutuila,29-Jun-18,MAR,JUVENILE,923,1,1394,5,1,1,-1,36,44,-14.246887,-170.664336,Forereef,Mid
HA1801,2018,TUT-2927,11813,Tutuila,29-Jun-18,BH,JUVENILE,923,1,1402,3,1,1,0,36,44,-14.246887,-170.664336,Forereef,Mid
HA1801,2018,TUT-2929,11814,Tutuila,29-Jun-18,BH,ADULT,925,1,1404,3,2.5,1,0,44,46,-14.23855,-170.669358,Forereef,Mid
HA1801,2018,TUT-2927,11813,Tutuila,29-Jun-18,MSW,ADULT,923,1,1412,7,2.5,1,0,36,44,-14.246887,-170.664336,Forereef,Mid
HA1801,2018,TUT-2929,11814,Tutuila,29-Jun-18,JDG,JUVENILE,925,1,1424,1,1,1,0,44,46,-14.23855,-170.669358,Forereef,Mid
HA1801,2018,TUT-2929,11814,Tutuila,29-Jun-18,JDG,ADULT,925,1,1426,1,2.5,1,0,44,46,-14.23855,-170.669358,Forereef,Mid
HA1801,2018,TUT-2935,11832,Tutuila,30-Jun-18,BH,ADULT,941,1,1456,3,2.5,1,0,64,65,-14.263439,-170.713355,Forereef,Deep
HA1801,2018,TUT-2935,11832,Tutuila,30-Jun-18,MAR,ADULT,941,1,1444,5,2.5,1,0,64,65,-14.263439,-170.713355,Forereef,Deep
HA1801,2018,TUT-2949,11833,Tutuila,30-Jun-18,MAR,JUVENILE,943,1,1452,5,1,1,0,9,11,-14.27787,-170.723442,Forereef,Mid
HA1801,2018,TUT-2949,11833,Tutuila,30-Jun-18,BVA,JUVENILE,943,1,1480,1,1,1,0,9,11,-14.27787,-170.723442,Forereef,Mid
HA1801,2018,TUT-2938,11865,Tutuila,1-Jul-18,MAR,ADULT,969,1,1528,7,2.5,1,0,42,44,-14.299466,-170.815291,Forereef,Mid
HA1801,2018,TUT-2948,11866,Tutuila,1-Jul-18,MAR,ADULT,971,1,1536,3,2.5,1,0,13,19,-14.293128,-170.808962,Forereef,Shallow
HA1801,2018,TUT-2954,11858,Tutuila,1-Jul-18,BH,ADULT,965,1,1544,5,2.5,1,0,14,18,-14.290842,-170.788769,Forereef,Shallow
HA1801,2018,TUT-2954,11858,Tutuila,1-Jul-18,BH,JUVENILE,965,1,1546,5,1,1,0,14,18,-14.290842,-170.788769,Forereef,Shallow
HA1801,2018,TUT-5000,11856,Tutuila,1-Jul-18,MSW,ADULT,961,1,1550,3,2.5,1,0,61,64,-14.287669,-170.781856,Forereef,Deep
HA1801,2018,TUT-5000,11856,Tutuila,1-Jul-18,MSW,ADULT,961,1,1552,7,2.5,1,0,61,64,-14.287669,-170.781856,Forereef,Deep
HA1801,2018,TUT-5000,11856,Tutuila,1-Jul-18,MSW,JUVENILE,961,1,1554,3,1,1,0,61,64,-14.287669,-170.781856,Forereef,Deep
HA1801,2018,TUT-2932,11864,Tutuila,1-Jul-18,BVA,JUVENILE,967,1,1562,1,1,1,-1,69,70,-14.310693,-170.835797,Forereef,Deep
HA1801,2018,TUT-2948,11866,Tutuila,1-Jul-18,MAR,ADULT,971,1,1566,7,2.5,1,0,13,19,-14.293128,-170.808962,Forereef,Shallow
HA1801,2018,TUT-2932,11864,Tutuila,1-Jul-18,BVA,JUVENILE,967,1,1568,5,1,1,0,69,70,-14.310693,-170.835797,Forereef,Deep
HA1801,2018,TUT-2948,11866,Tutuila,1-Jul-18,BVA,JUVENILE,971,1,1572,1,1,1,0,13,19,-14.293128,-170.808962,Forereef,Shallow
HA1801,2018,TUT-2948,11866,Tutuila,1-Jul-18,BVA,JUVENILE,971,1,1576,5,1,1,0,13,19,-14.293128,-170.808962,Forereef,Shallow
HA1801,2018,TUT-2952,11888,Tutuila,2-Jul-18,MAR,ADULT,989,1,1622,1,2.5,1,0,14,16,-14.291981,-170.792279,Forereef,Shallow
HA1801,2018,TUT-2942,11877,Tutuila,2-Jul-18,BH,ADULT,981,1,1624,1,2.5,1,0,72,74,-14.28232,-170.733922,Forereef,Deep
HA1801,2018,TUT-2942,11877,Tutuila,2-Jul-18,BH,JUVENILE,981,1,1626,1,1,1,-1,72,74,-14.28232,-170.733922,Forereef,Deep
HA1801,2018,TUT-2942,11877,Tutuila,2-Jul-18,BH,ADULT,981,1,1628,5,2.5,1,0,72,74,-14.28232,-170.733922,Forereef,Deep
HA1801,2018,TUT-2942,11877,Tutuila,2-Jul-18,BH,JUVENILE,981,1,1630,5,1,1,0,72,74,-14.28232,-170.733922,Forereef,Deep
HA1801,2018,TUT-2944,11878,Tutuila,2-Jul-18,BH,ADULT,983,1,1632,3,2.5,1,0,61,65,-14.290762,-170.746693,Forereef,Deep
HA1801,2018,TUT-2944,11878,Tutuila,2-Jul-18,BH,JUVENILE,983,1,1634,3,1,1,-1,61,65,-14.290762,-170.746693,Forereef,Deep
HA1801,2018,TUT-2952,11888,Tutuila,2-Jul-18,MAR,JUVENILE,989,1,1638,1,1,1,0,14,16,-14.291981,-170.792279,Forereef,Shallow
HA1801,2018,TUT-2952,11888,Tutuila,2-Jul-18,MAR,ADULT,989,1,1640,7,2.5,1,0,14,16,-14.291981,-170.792279,Forereef,Shallow
HA1801,2018,TUT-2944,11878,Tutuila,2-Jul-18,JDG,JUVENILE,983,1,1650,1,1,1,0,61,65,-14.290762,-170.746693,Forereef,Deep
HA1801,2018,TUT-2937,11879,Tutuila,2-Jul-18,JDG,ADULT,985,1,1652,7,2.5,1,0,65,66,-14.28841,-170.759135,Forereef,Deep
HA1801,2018,TUT-2937,11879,Tutuila,2-Jul-18,JDG,JUVENILE,985,1,1656,1,1,1,-1,65,66,-14.28841,-170.759135,Forereef,Deep
HA1801,2018,TUT-2944,11878,Tutuila,2-Jul-18,MSW,ADULT,983,1,1660,5,2.5,1,0,61,65,-14.290762,-170.746693,Forereef,Deep
HA1801,2018,TUT-2903,11894,Tutuila,3-Jul-18,MAR,JUVENILE,1005,1,1692,5,1,1,0,29,33,-14.256032,-170.6511,Forereef,Mid
HA1801,2018,TUT-3043,11892,Tutuila,3-Jul-18,JDG,ADULT,1001,1,1702,1,2.5,1,0,76,80,-14.250793,-170.642224,Forereef,Deep
HA1801,2018,TUT-2909,11893,Tutuila,3-Jul-18,JDG,ADULT,1003,1,1710,1,2.5,1,0,32,34,-14.250394,-170.621254,Forereef,Shallow
HA1801,2018,TUT-3043,11892,Tutuila,3-Jul-18,BVA,ADULT,1001,1,1714,3,2.5,1,0,76,80,-14.250793,-170.642224,Forereef,Deep
HA1801,2018,TUT-3043,11892,Tutuila,3-Jul-18,BVA,JUVENILE,1001,1,1716,3,1,1,0,76,80,-14.250793,-170.642224,Forereef,Deep
HA1801,2018,TUT-2909,11893,Tutuila,3-Jul-18,BVA,JUVENILE,1003,1,1728,3,1,1,0,32,34,-14.250394,-170.621254,Forereef,Shallow
HA1801,2018,TUT-2903,11894,Tutuila,3-Jul-18,BVA,ADULT,1005,1,1730,3,2.5,1,0,29,33,-14.256032,-170.6511,Forereef,Mid
HA1801,2018,TUT-2916,11895,Tutuila,3-Jul-18,JDG,ADULT,1007,1,1732,1,2.5,1,0,11,12,-14.248348,-170.670423,Forereef,Shallow
HA1801,2018,TUT-2916,11895,Tutuila,3-Jul-18,JDG,JUVENILE,1007,1,1734,1,1,1,0,11,12,-14.248348,-170.670423,Forereef,Shallow
HA1801,2018,TUT-2903,11894,Tutuila,3-Jul-18,BVA,JUVENILE,1005,1,1736,3,1,1,0,29,33,-14.256032,-170.6511,Forereef,Mid
HA1801,2018,TUT-2916,11895,Tutuila,3-Jul-18,BVA,ADULT,1007,1,1738,3,2.5,1,0,11,12,-14.248348,-170.670423,Forereef,Shallow
HA1801,2018,TUT-2916,11895,Tutuila,3-Jul-18,BVA,JUVENILE,1007,1,1740,3,1,1,0,11,12,-14.248348,-170.670423,Forereef,Shallow
HA1801,2018,TUT-2883,11914,Tutuila,4-Jul-18,MAR,ADULT,1025,1,1742,1,2.5,1,0,8,12,-14.36313,-170.76224,Forereef,Shallow
HA1801,2018,TUT-2883,11914,Tutuila,4-Jul-18,MAR,JUVENILE,1025,1,1744,1,1,1,0,8,12,-14.36313,-170.76224,Forereef,Shallow
HA1801,2018,TUT-2883,11914,Tutuila,4-Jul-18,MAR,ADULT,1025,1,1746,7,2.5,1,0,8,12,-14.36313,-170.76224,Forereef,Shallow
HA1801,2018,TUT-2874,11913,Tutuila,4-Jul-18,MAR,ADULT,1023,1,1748,1,2.5,1,0,44,46,-14.36191,-170.76485,Forereef,Mid
HA1801,2018,TUT-2874,11913,Tutuila,4-Jul-18,MAR,JUVENILE,1023,1,1750,1,1,1,0,44,46,-14.36191,-170.76485,Forereef,Mid
HA1801,2018,TUT-2871,11912,Tutuila,4-Jul-18,MAR,ADULT,1021,1,1752,1,2.5,1,0,50,51,-14.365118,-170.7635,Forereef,Mid
HA1801,2018,TUT-2871,11912,Tutuila,4-Jul-18,BH,JUVENILE,1021,1,1756,5,1,1,0,50,51,-14.365118,-170.7635,Forereef,Mid
HA1801,2018,TUT-2871,11912,Tutuila,4-Jul-18,MSW,ADULT,1021,1,1758,7,2.5,1,0,50,51,-14.365118,-170.7635,Forereef,Mid
HA1801,2018,TUT-2874,11913,Tutuila,4-Jul-18,MSW,ADULT,1023,1,1760,7,2.5,1,-,44,46,-14.36191,-170.76485,Forereef,Mid
HA1801,2018,TUT-2889,11915,Tutuila,4-Jul-18,MSW,ADULT,1027,1,1764,7,2.5,1,0,11,13,-14.36417,-170.76021,Forereef,Shallow
HA1801,2018,OFU-1045,11975,Ofu & Olosega,7-Jul-18,MAR,JUVENILE,1087,1,2010,3,1,1,0,52,54,-14.174067,-169.644303,Forereef,Mid
HA1801,2018,OFU-985,11993,Ofu & Olosega,9-Jul-18,BVA,ADULT,1103,1,2048,1,2.5,1,0,63,65,-14.161003,-169.638342,Forereef,Deep
HA1801,2018,OFU-1000,11992,Ofu & Olosega,9-Jul-18,BVA,ADULT,1102,2,2042,1,2.5,1,0,65,65,-14.160685,-169.620299,Forereef,Deep
HA1801,2018,OFU-1000,11992,Ofu & Olosega,9-Jul-18,BH,JUVENILE,1101,1,2052,3,1,1,-1,65,65,-14.160685,-169.620299,Forereef,Deep
HA1801,2018,OFU-1000,11992,Ofu & Olosega,9-Jul-18,MAR,JUVENILE,1102,2,2058,5,1,1,-1,65,65,-14.160685,-169.620299,Forereef,Deep
HA1801,2018,OFU-985,11993,Ofu & Olosega,9-Jul-18,MAR,ADULT,1103,1,2062,5,2.5,1,0,63,65,-14.161003,-169.638342,Forereef,Deep
HA1801,2018,OFU-1033,11995,Ofu & Olosega,9-Jul-18,MAR,JUVENILE,1107,1,2082,5,1,1,0,10,12,-14.162226,-169.620536,Forereef,Shallow
HA1801,2018,OFU-995,11997,Ofu & Olosega,9-Jul-18,MSW,JUVENILE,1111,1,2104,3,1,1,0,63,66,-14.164359,-169.655835,Forereef,Deep
HA1801,2018,OFU-1034,11998,Ofu & Olosega,9-Jul-18,MSW,ADULT,1113,1,2116,7,2.5,1,0,16,20,-14.164042,-169.659891,Forereef,Shallow
HA1801,2018,OFU-1031,11994,Ofu & Olosega,9-Jul-18,BH,ADULT,1105,1,2118,3,2.5,1,0,12,14,-14.166198,-169.627529,Forereef,Shallow
HA1801,2018,OFU-1047,11996,Ofu & Olosega,9-Jul-18,JDG,JUVENILE,1109,1,2144,1,1,1,0,54,64,-14.160672,-169.667964,Forereef,Deep
HA1801,2018,OFU-1013,12014,Ofu & Olosega,10-Jul-18,MAR,ADULT,1125,1,2190,5,2.5,1,0,25,25,-14.163059,-169.685125,Forereef,Mid
HA1801,2018,OFU-995,11997,Ofu & Olosega,9-Jul-18,JDG,JUVENILE,1111,1,2150,1,1,1,0,63,66,-14.164359,-169.655835,Forereef,Deep
HA1801,2018,OFU-995,11997,Ofu & Olosega,9-Jul-18,JDG,JUVENILE,1111,1,2154,5,1,1,0,63,66,-14.164359,-169.655835,Forereef,Deep
HA1801,2018,OFU-1013,12014,Ofu & Olosega,10-Jul-18,BVA,JUVENILE,1125,1,2200,1,1,1,-,25,25,-14.163059,-169.685125,Forereef,Mid
HA1801,2018,OFU-1013,12014,Ofu & Olosega,10-Jul-18,BH,ADULT,1125,1,2204,3,2.5,1,0,25,25,-14.163059,-169.685125,Forereef,Mid
HA1801,2018,OFU-1013,12014,Ofu & Olosega,10-Jul-18,BH,JUVENILE,1125,1,2206,3,1,1,0,25,25,-14.163059,-169.685125,Forereef,Mid
HA1801,2018,OFU-982,12015,Ofu & Olosega,10-Jul-18,BVA,ADULT,1127,1,2208,1,2.5,1,0,12,16,-14.16116,-169.68288,Forereef,Shallow
HA1801,2018,TAU-1065,12030,Tau,11-Jul-18,MSW,ADULT,1143,1,2240,1,2.5,1,0,50,52,-14.263403,-169.499876,Forereef,Mid
HA1801,2018,TAU-1065,12030,Tau,11-Jul-18,MSW,ADULT,1143,1,2244,5,2.5,1,0,50,52,-14.263403,-169.499876,Forereef,Mid
HA1801,2018,TAU-1080,12054,Tau,12-Jul-18,BH,ADULT,1165,1,2308,1,2.5,1,0,36,49,-14.228211,-169.518733,Forereef,Mid
HA1801,2018,TAU-1080,12054,Tau,12-Jul-18,BH,ADULT,1165,1,2314,5,2.5,1,0,36,49,-14.228211,-169.518733,Forereef,Mid
HA1801,2018,TAU-1080,12054,Tau,12-Jul-18,BH,JUVENILE,1165,1,2316,5,1,1,0,36,49,-14.228211,-169.518733,Forereef,Mid
HA1801,2018,ROS-1056,12102,Rose,14-Jul-18,BH,ADULT,1193,1,2432,7,2.5,1,0,36,38,-14.554979,-168.147469,Forereef,Mid
HA1801,2018,ROS-1067,12101,Rose,14-Jul-18,BVA,JUVENILE,1191,1,2458,3,1,1,0,42,44,-14.537016,-168.146952,Forereef,Mid
HA1801,2018,ROS-1080,12114,Rose,15-Jul-18,MSW,ADULT,1205,1,2554,3,2.5,1,0,14,17,-14.537835,-168.170758,Forereef,Shallow
HA1801,2018,TAU-1009,12137,Tau,16-Jul-18,BH,ADULT,1221,1,2614,5,2.5,1,0,72,76,-14.211552,-169.442288,Forereef,Deep
HA1801,2018,TAU-1074,12147,Tau,16-Jul-18,MAR,ADULT,1233,1,2658,3,2.5,1,-,17,21,-14.267674,-169.496253,Forereef,Shallow
HA1801,2018,TUT-3021,12161,Tutuila,17-Jul-18,BH,JUVENILE,1243,1,2682,5,1,1,0,48,53,-14.343739,-170.789134,Forereef,Mid
HA1801,2018,TUT-3021,12161,Tutuila,17-Jul-18,BH,ADULT,1243,1,2684,5,2.5,1,0,48,53,-14.343739,-170.789134,Forereef,Mid
HA1801,2018,TUT-2808,12181,Tutuila,18-Jul-18,MAR,JUVENILE,1267,1,2826,1,1,1,0,46,46,-14.296497,-170.566111,Forereef,Mid
HA1801,2018,JAR-1916,12213,Jarvis,28-Jul-18,BH,JUVENILE,1283,1,2878,5,1,1,0,73,73,-0.362684,-160.004485,Forereef,Deep
HA1801,2018,JAR-1919,12232,Jarvis,29-Jul-18,BH,JUVENILE,1301,1,2982,3,1,1,0,65,70,-0.373424,-159.973332,Forereef,Deep
HA1801,2018,JAR-2031,12235,Jarvis,29-Jul-18,BH,ADULT,1307,1,3020,3,2.5,1,0,18,20,-0.376718,-159.979493,Forereef,Shallow
HA1801,2018,JAR-1950,12249,Jarvis,29-Jul-18,ALG,ADULT,1313,1,3016,7,2.5,1,-1,33,35,-0.370827,-159.976099,Forereef,Mid
HA1801,2018,JAR-1950,12249,Jarvis,29-Jul-18,CSC,JUVENILE,1313,1,3090,1,1,1,-1,33,35,-0.370827,-159.976099,Forereef,Mid
HA1801,2018,JAR-1945,12273,Jarvis,30-Jul-18,BH,ADULT,1323,1,3128,5,2.5,1,-,27,29,-0.38043,-159.978151,Forereef,Mid
HA1801,2018,JAR-1945,12273,Jarvis,30-Jul-18,BH,JUVENILE,1323,1,3130,5,1,1,-1,27,29,-0.38043,-159.978151,Forereef,Mid
HA1801,2018,JAR-1965,12274,Jarvis,30-Jul-18,BH,ADULT,1325,1,3132,3,2.5,1,0,36,39,-0.38254,-159.975827,Forereef,Mid
HA1801,2018,JAR-1965,12274,Jarvis,30-Jul-18,BH,JUVENILE,1325,1,3134,3,1,1,-1,36,39,-0.38254,-159.975827,Forereef,Mid
HA1801,2018,JAR-1965,12274,Jarvis,30-Jul-18,BH,ADULT,1325,1,3136,7,2.5,1,0,36,39,-0.38254,-159.975827,Forereef,Mid
HA1801,2018,JAR-2040,12276,Jarvis,30-Jul-18,BH,ADULT,1329,1,3138,3,2.5,1,0,18,21,-0.372275,-159.982315,Forereef,Shallow
HA1801,2018,JAR-2040,12276,Jarvis,30-Jul-18,BH,JUVENILE,1329,1,3140,3,1,1,-1,18,21,-0.372275,-159.982315,Forereef,Shallow
HA1801,2018,JAR-2016,12277,Jarvis,30-Jul-18,BH,ADULT,1331,1,3142,5,2.5,1,0,18,20,-0.377353,-159.982974,Forereef,Shallow
HA1801,2018,JAR-2016,12277,Jarvis,30-Jul-18,BH,JUVENILE,1331,1,3144,5,1,1,-1,18,20,-0.377353,-159.982974,Forereef,Shallow
HA1801,2018,JAR-2040,12276,Jarvis,30-Jul-18,CSC,JUVENILE,1329,1,3146,5,1,1,0,18,21,-0.372275,-159.982315,Forereef,Shallow
HA1801,2018,JAR-2040,12276,Jarvis,30-Jul-18,CSC,ADULT,1329,1,3148,5,2.5,1,-,18,21,-0.372275,-159.982315,Forereef,Shallow
HA1801,2018,JAR-2040,12276,Jarvis,30-Jul-18,CSC,ADULT,1329,1,3150,7,2.5,1,0,18,21,-0.372275,-159.982315,Forereef,Shallow
HA1801,2018,JAR-2016,12277,Jarvis,30-Jul-18,CSC,JUVENILE,1331,1,3152,3,1,1,-1,18,20,-0.377353,-159.982974,Forereef,Shallow
HA1801,2018,JAR-2016,12277,Jarvis,30-Jul-18,CSC,JUVENILE,1331,1,3154,1,1,1,-1,18,20,-0.377353,-159.982974,Forereef,Shallow
HA1801,2018,JAR-2016,12277,Jarvis,30-Jul-18,CSC,ADULT,1331,1,3156,1,2.5,1,0,18,20,-0.377353,-159.982974,Forereef,Shallow
HA1801,2018,JAR-2016,12277,Jarvis,30-Jul-18,CSC,ADULT,1331,1,3158,3,2.5,1,0,18,20,-0.377353,-159.982974,Forereef,Shallow
HA1801,2018,JAR-2016,12277,Jarvis,30-Jul-18,CSC,ADULT,1331,1,3160,7,2.5,1,0,18,20,-0.377353,-159.982974,Forereef,Shallow
HA1801,2018,JAR-1900,12300,Jarvis,31-Jul-18,ALG,JUVENILE,1341,1,3162,5,1,1,0,75,79,-0.379623,-160.015828,Forereef,Deep
HA1801,2018,JAR-1923,12302,Jarvis,31-Jul-18,ALG,JUVENILE,1345,1,3168,3,1,1,-1,23,32,-0.381684,-159.999209,Forereef,Mid
HA1801,2018,JAR-1923,12302,Jarvis,31-Jul-18,ALG,ADULT,1345,1,3170,3,2.5,1,0,23,32,-0.381684,-159.999209,Forereef,Mid
HA1801,2018,JAR-1977,12304,Jarvis,31-Jul-18,ALG,JUVENILE,1349,1,3172,5,1,1,-1,55,58,-0.381494,-160.011621,Forereef,Mid
HA1801,2018,JAR-1977,12304,Jarvis,31-Jul-18,ALG,ADULT,1349,1,3174,5,2.5,1,0,55,58,-0.381494,-160.011621,Forereef,Mid
HA1801,2018,JAR-2039,12305,Jarvis,31-Jul-18,ALG,JUVENILE,1351,1,3176,5,1,1,-1,18,21,-0.381894,-160.003975,Forereef,Shallow
HA1801,2018,JAR-2039,12305,Jarvis,31-Jul-18,ALG,ADULT,1351,1,3178,5,2.5,1,-1,18,21,-0.381894,-160.003975,Forereef,Shallow
HA1801,2018,JAR-1931,12306,Jarvis,31-Jul-18,ALG,ADULT,1353,1,3180,7,2.5,1,0,14,16,-0.375452,-160.013453,Forereef,Shallow
HA1801,2018,JAR-1915,12301,Jarvis,31-Jul-18,CSC,JUVENILE,1343,1,3182,5,1,1,0,60,63,-0.381992,-159.996087,Forereef,Deep
HA1801,2018,JAR-1915,12301,Jarvis,31-Jul-18,CSC,ADULT,1343,1,3184,5,2.5,1,0,60,63,-0.381992,-159.996087,Forereef,Deep
HA1801,2018,JAR-1923,12302,Jarvis,31-Jul-18,CSC,JUVENILE,1345,1,3186,1,1,1,-1,23,32,-0.381684,-159.999209,Forereef,Mid
HA1801,2018,JAR-1923,12302,Jarvis,31-Jul-18,CSC,ADULT,1345,1,3188,1,2.5,1,0,23,32,-0.381684,-159.999209,Forereef,Mid
HA1801,2018,JAR-1923,12302,Jarvis,31-Jul-18,CSC,JUVENILE,1345,1,3190,5,1,1,0,23,32,-0.381684,-159.999209,Forereef,Mid
HA1801,2018,JAR-1923,12302,Jarvis,31-Jul-18,CSC,ADULT,1345,1,3192,5,2.5,1,0,23,32,-0.381684,-159.999209,Forereef,Mid
HA1801,2018,JAR-1923,12302,Jarvis,31-Jul-18,CSC,ADULT,1345,1,3194,7,2.5,1,-1,23,32,-0.381684,-159.999209,Forereef,Mid
HA1801,2018,JAR-1977,12304,Jarvis,31-Jul-18,CSC,JUVENILE,1349,1,3196,3,1,1,-1,55,58,-0.381494,-160.011621,Forereef,Mid
HA1801,2018,JAR-1977,12304,Jarvis,31-Jul-18,CSC,ADULT,1349,1,3198,3,2.5,1,0,55,58,-0.381494,-160.011621,Forereef,Mid
HA1801,2018,JAR-2039,12305,Jarvis,31-Jul-18,CSC,JUVENILE,1351,1,3200,1,1,1,-1,18,21,-0.381894,-160.003975,Forereef,Shallow
HA1801,2018,JAR-2039,12305,Jarvis,31-Jul-18,CSC,JUVENILE,1351,1,3202,3,1,1,-1,18,21,-0.381894,-160.003975,Forereef,Shallow
HA1801,2018,JAR-2039,12305,Jarvis,31-Jul-18,CSC,ADULT,1351,1,3206,1,2.5,1,-1,18,21,-0.381894,-160.003975,Forereef,Shallow
