MISSIONID,OBS_YEAR,SITE,SITEVISITID,ISLAND,DATE_,DIVER,Method,Transectid,TRANSECT,Segmentid,SEGMENT,SEGLENGTH,SEGWIDTH,No colony observed,SITE_MIN_DEPTH,SITE_MAX_DEPTH,LATITUDE,LONGITUDE,REEF_ZONE,DEPTH_BIN
HA1801,2018,OFU-987,11972,Ofu & Olosega,7-Jul-18,BH,ADULT,1081,1,1926,7,2.5,1,-,74,76,-14.186709,-169.663998,Forereef,Deep
HA1801,2018,OFU-1014,11973,Ofu & Olosega,7-Jul-18,BH,ADULT,1083,1,1930,3,2.5,1,0,24,27,-14.178103,-169.65009,Forereef,Mid
HA1801,2018,OFU-1049,11982,Ofu & Olosega,7-Jul-18,BVA,ADULT,1089,1,1950,3,2.5,1,0,71,73,-14.176085,-169.648038,Forereef,Deep
HA1801,2018,OFU-1049,11982,Ofu & Olosega,7-Jul-18,BVA,ADULT,1089,1,1958,5,2.5,1,0,71,73,-14.176085,-169.648038,Forereef,Deep
HA1801,2018,OFU-1014,11973,Ofu & Olosega,7-Jul-18,BH,ADULT,1083,1,1976,7,2.5,1,0,24,27,-14.178103,-169.65009,Forereef,Mid
HA1801,2018,OFU-1010,11983,Ofu & Olosega,7-Jul-18,BVA,ADULT,1091,1,1984,3,2.5,1,0,35,36,-14.188357,-169.621104,Forereef,Mid
HA1801,2018,OFU-1010,11983,Ofu & Olosega,7-Jul-18,MSW,JUVENILE,1091,1,2002,1,1,1,0,35,36,-14.188357,-169.621104,Forereef,Mid
HA1801,2018,OFU-1004,11974,Ofu & Olosega,7-Jul-18,BH,ADULT,1085,1,1988,5,2.5,1,0,36,38,-14.172599,-169.64201,Forereef,Mid
HA1801,2018,OFU-1004,11974,Ofu & Olosega,7-Jul-18,BH,JUVENILE,1085,1,1990,5,1,1,0,36,38,-14.172599,-169.64201,Forereef,Mid
HA1801,2018,OFU-1045,11975,Ofu & Olosega,7-Jul-18,BH,JUVENILE,1087,1,2020,1,1,1,0,52,54,-14.174067,-169.644303,Forereef,Mid
HA1801,2018,OFU-995,11997,Ofu & Olosega,9-Jul-18,MSW,ADULT,1111,1,2106,7,2.5,1,-,63,66,-14.164359,-169.655835,Forereef,Deep
HA1801,2018,OFU-1047,11996,Ofu & Olosega,9-Jul-18,MSW,ADULT,1109,1,2096,3,2.5,1,-,54,64,-14.160672,-169.667964,Forereef,Deep
HA1801,2018,OFU-1031,11994,Ofu & Olosega,9-Jul-18,BH,JUVENILE,1105,1,2120,3,1,1,0,12,14,-14.166198,-169.627529,Forereef,Shallow
HA1801,2018,OFU-1033,11995,Ofu & Olosega,9-Jul-18,BH,ADULT,1107,1,2122,3,2.5,1,0,10,12,-14.162226,-169.620536,Forereef,Shallow
HA1801,2018,OFU-1033,11995,Ofu & Olosega,9-Jul-18,BH,JUVENILE,1107,1,2124,3,1,1,0,10,12,-14.162226,-169.620536,Forereef,Shallow
HA1801,2018,OFU-995,11997,Ofu & Olosega,9-Jul-18,JDG,ADULT,1111,1,2148,1,2.5,1,0,63,66,-14.164359,-169.655835,Forereef,Deep
HA1801,2018,OFU-995,11997,Ofu & Olosega,9-Jul-18,JDG,ADULT,1111,1,2152,5,2.5,1,0,63,66,-14.164359,-169.655835,Forereef,Deep
HA1801,2018,OFU-1012,11999,Ofu & Olosega,9-Jul-18,JDG,ADULT,1115,1,2182,1,2.5,1,0,29,30,-14.165058,-169.649097,Forereef,Mid
HA1801,2018,OFU-982,12015,Ofu & Olosega,10-Jul-18,BH,ADULT,1127,1,2212,3,2.5,1,0,12,16,-14.16116,-169.68288,Forereef,Shallow
HA1801,2018,OFU-982,12015,Ofu & Olosega,10-Jul-18,BVA,JUVENILE,1127,1,2218,1,1,1,0,12,16,-14.16116,-169.68288,Forereef,Shallow
HA1801,2018,OFU-982,12015,Ofu & Olosega,10-Jul-18,BH,ADULT,1127,1,2220,7,2.5,1,0,12,16,-14.16116,-169.68288,Forereef,Shallow
HA1801,2018,TAU-1056,12029,Tau,11-Jul-18,BH,JUVENILE,1141,1,2234,3,1,1,0,64,66,-14.26508,-169.499003,Forereef,Deep
HA1801,2018,TAU-1071,12031,Tau,11-Jul-18,BH,ADULT,1145,1,2230,3,2.5,1,0,12,14,-14.263273,-169.498991,Forereef,Shallow
HA1801,2018,TAU-1071,12031,Tau,11-Jul-18,BH,ADULT,1145,1,2238,5,2.5,1,0,12,14,-14.263273,-169.498991,Forereef,Shallow
HA1801,2018,TAU-1056,12029,Tau,11-Jul-18,MSW,ADULT,1141,1,2246,1,2.5,1,0,64,66,-14.26508,-169.499003,Forereef,Deep
HA1801,2018,TAU-1071,12031,Tau,11-Jul-18,MSW,ADULT,1145,1,2254,1,2.5,1,0,12,14,-14.263273,-169.498991,Forereef,Shallow
HA1801,2018,TAU-1071,12031,Tau,11-Jul-18,MSW,JUVENILE,1145,1,2258,5,1,1,0,12,14,-14.263273,-169.498991,Forereef,Shallow
HA1801,2018,TAU-1065,12030,Tau,11-Jul-18,BH,JUVENILE,1143,1,2262,3,1,1,0,50,52,-14.263403,-169.499876,Forereef,Mid
HA1801,2018,TAU-1032,12067,Tau,12-Jul-18,JDG,ADULT,1169,1,2298,7,2.5,1,0,35,37,-14.214405,-169.488093,Forereef,Mid
HA1801,2018,TAU-1000,12052,Tau,12-Jul-18,BH,ADULT,1161,1,2304,1,2.5,1,0,71,72,-14.219627,-169.517695,Forereef,Deep
HA1801,2018,TAU-1016,12055,Tau,12-Jul-18,BVA,ADULT,1167,1,2346,7,2.5,1,0,23,23,-14.22437,-169.519716,Forereef,Shallow
HA1801,2018,TAU-1080,12054,Tau,12-Jul-18,BVA,ADULT,1165,1,2348,3,2.5,1,0,36,49,-14.228211,-169.518733,Forereef,Mid
HA1801,2018,TAU-1080,12054,Tau,12-Jul-18,BVA,JUVENILE,1165,1,2350,3,1,1,0,36,49,-14.228211,-169.518733,Forereef,Mid
HA1801,2018,TAU-1000,12052,Tau,12-Jul-18,BVA,JUVENILE,1161,1,2362,5,1,1,0,71,72,-14.219627,-169.517695,Forereef,Deep
HA1801,2018,ROS-1101,12093,Rose,14-Jul-18,MAR,JUVENILE,1183,1,2382,3,1,1,0,38,40,-14.536229,-168.163882,Forereef,Mid
HA1801,2018,ROS-1101,12093,Rose,14-Jul-18,MAR,ADULT,1183,1,2388,5,2.5,1,0,38,40,-14.536229,-168.163882,Forereef,Mid
HA1801,2018,ROS-1071,12094,Rose,14-Jul-18,MAR,JUVENILE,1185,1,2390,3,1,1,0,33,36,-14.54374,-168.171819,Forereef,Mid
HA1801,2018,ROS-1101,12093,Rose,14-Jul-18,MSW,ADULT,1183,1,2396,1,2.5,1,0,38,40,-14.536229,-168.163882,Forereef,Mid
HA1801,2018,ROS-1070,12095,Rose,14-Jul-18,MAR,JUVENILE,1187,1,2404,3,1,1,-1,62,65,-14.546095,-168.170684,Forereef,Deep
HA1801,2018,ROS-1070,12095,Rose,14-Jul-18,MAR,ADULT,1187,1,2408,7,2.5,1,0,62,65,-14.546095,-168.170684,Forereef,Deep
HA1801,2018,ROS-1056,12102,Rose,14-Jul-18,BH,ADULT,1193,1,2420,1,2.5,1,0,36,38,-14.554979,-168.147469,Forereef,Mid
HA1801,2018,ROS-1070,12095,Rose,14-Jul-18,MSW,ADULT,1187,1,2426,1,2.5,1,0,62,65,-14.546095,-168.170684,Forereef,Deep
HA1801,2018,ROS-1070,12095,Rose,14-Jul-18,MSW,JUVENILE,1187,1,2430,1,1,1,-1,62,65,-14.546095,-168.170684,Forereef,Deep
HA1801,2018,ROS-1048,12100,Rose,14-Jul-18,BH,JUVENILE,1189,1,2436,3,1,1,0,63,67,-14.541729,-168.14392,Forereef,Deep
HA1801,2018,ROS-1048,12100,Rose,14-Jul-18,BVA,ADULT,1189,1,2450,1,2.5,1,0,63,67,-14.541729,-168.14392,Forereef,Deep
HA1801,2018,ROS-5001,12103,Rose,14-Jul-18,BVA,JUVENILE,1195,1,2476,3,1,1,-1,16,22,-14.550748,-168.167005,Forereef,Shallow
HA1801,2018,ROS-1067,12101,Rose,14-Jul-18,BH,ADULT,1191,1,2484,7,2.5,1,0,42,44,-14.537016,-168.146952,Forereef,Mid
HA1801,2018,ROS-1080,12114,Rose,15-Jul-18,BH,ADULT,1205,1,2508,1,2.5,1,0,14,17,-14.537835,-168.170758,Forereef,Shallow
HA1801,2018,ROS-1076,12122,Rose,15-Jul-18,BVA,ADULT,1211,1,2538,7,2.5,1,-,54,56,-14.539075,-168.145745,Forereef,Shallow
HA1801,2018,TAU-1036,12145,Tau,16-Jul-18,BVA,JUVENILE,1229,1,2624,3,1,1,0,40,46,-14.248696,-169.418978,Forereef,Mid
HA1801,2018,TAU-1036,12145,Tau,16-Jul-18,BVA,ADULT,1229,1,2618,3,2.5,1,0,40,46,-14.248696,-169.418978,Forereef,Mid
HA1801,2018,TAU-1036,12145,Tau,16-Jul-18,BVA,JUVENILE,1229,1,2628,5,1,1,0,40,46,-14.248696,-169.418978,Forereef,Mid
HA1801,2018,TAU-1021,12146,Tau,16-Jul-18,BVA,JUVENILE,1231,1,2632,3,1,1,0,47,54,-14.25583,-169.420032,Forereef,Mid
HA1801,2018,TAU-1011,12138,Tau,16-Jul-18,BH,ADULT,1223,1,2636,3,2.5,1,0,63,66,-14.209873,-169.430309,Forereef,Deep
HA1801,2018,TUT-3006,12160,Tutuila,17-Jul-18,BH,ADULT,1241,1,2672,5,2.5,1,0,80,82,-14.360337,-170.786386,Forereef,Deep
HA1801,2018,TUT-3006,12160,Tutuila,17-Jul-18,BH,JUVENILE,1241,1,2674,5,1,1,0,80,82,-14.360337,-170.786386,Forereef,Deep
HA1801,2018,TUT-3023,12164,Tutuila,17-Jul-18,MAR,JUVENILE,1249,1,2696,1,1,1,0,16,18,-14.326863,-170.833775,Forereef,Shallow
HA1801,2018,TUT-3026,12163,Tutuila,17-Jul-18,MAR,ADULT,1247,1,2688,1,2.5,1,0,15,17,-14.330663,-170.814113,Forereef,Shallow
HA1801,2018,TAU-1021,12146,Tau,16-Jul-18,BVA,ADULT,1231,1,2706,5,2.5,1,0,47,54,-14.25583,-169.420032,Forereef,Mid
HA1801,2018,TUT-3020,12162,Tutuila,17-Jul-18,BVA,JUVENILE,1245,1,2712,3,1,1,0,42,45,-14.336623,-170.804069,Forereef,Mid
HA1801,2018,TUT-3021,12161,Tutuila,17-Jul-18,BVA,JUVENILE,1243,1,2718,3,1,1,0,48,53,-14.343739,-170.789134,Forereef,Mid
HA1801,2018,TUT-3021,12161,Tutuila,17-Jul-18,BVA,ADULT,1243,1,2720,7,2.5,1,0,48,53,-14.343739,-170.789134,Forereef,Mid
HA1801,2018,TUT-3006,12160,Tutuila,17-Jul-18,BVA,ADULT,1241,1,2722,3,2.5,1,0,80,82,-14.360337,-170.786386,Forereef,Deep
HA1801,2018,TUT-3026,12163,Tutuila,17-Jul-18,BVA,ADULT,1247,1,2726,3,2.5,1,0,15,17,-14.330663,-170.814113,Forereef,Shallow
HA1801,2018,TUT-3023,12164,Tutuila,17-Jul-18,BVA,ADULT,1249,1,2730,3,2.5,1,0,16,18,-14.326863,-170.833775,Forereef,Shallow
HA1801,2018,TAU-1077,12139,Tau,16-Jul-18,MSW,JUVENILE,1225,1,2736,5,1,1,0,38,39,-14.234642,-169.41888,Forereef,Mid
HA1801,2018,TUT-2850,11952,Tutuila,6-Jul-18,JDG,JUVENILE,1061,1,1898,1,1,1,0,73,75,-14.364336,-170.752103,Forereef,Deep
HA1801,2018,OFU-987,11972,Ofu & Olosega,7-Jul-18,MAR,JUVENILE,1081,1,1944,5,1,1,0,74,76,-14.186709,-169.663998,Forereef,Deep
HA1801,2018,OFU-1049,11982,Ofu & Olosega,7-Jul-18,BVA,JUVENILE,1089,1,1956,3,1,1,0,71,73,-14.176085,-169.648038,Forereef,Deep
HA1801,2018,OFU-1024,11984,Ofu & Olosega,7-Jul-18,BVA,JUVENILE,1093,1,1968,3,1,1,0,46,50,-14.176668,-169.628432,Forereef,Mid
HA1801,2018,OFU-1004,11974,Ofu & Olosega,7-Jul-18,MAR,ADULT,1085,1,1994,1,2.5,1,0,36,38,-14.172599,-169.64201,Forereef,Mid
HA1801,2018,OFU-1031,11994,Ofu & Olosega,9-Jul-18,MAR,JUVENILE,1105,1,2066,5,1,1,0,12,14,-14.166198,-169.627529,Forereef,Shallow
HA1801,2018,OFU-1047,11996,Ofu & Olosega,9-Jul-18,MSW,ADULT,1109,1,2092,5,2.5,1,0,54,64,-14.160672,-169.667964,Forereef,Deep
HA1801,2018,OFU-1033,11995,Ofu & Olosega,9-Jul-18,BVA,ADULT,1107,1,2100,1,2.5,1,0,10,12,-14.162226,-169.620536,Forereef,Shallow
HA1801,2018,OFU-1051,12012,Ofu & Olosega,10-Jul-18,BH,ADULT,1121,1,2184,3,2.5,1,0,44,45,-14.163539,-169.687395,Forereef,Mid
HA1801,2018,OFU-1013,12014,Ofu & Olosega,10-Jul-18,MAR,JUVENILE,1125,1,2188,5,1,1,0,25,25,-14.163059,-169.685125,Forereef,Mid
HA1801,2018,OFU-1013,12014,Ofu & Olosega,10-Jul-18,BVA,ADULT,1125,1,2202,7,2.5,1,0,25,25,-14.163059,-169.685125,Forereef,Mid
HA1801,2018,TAU-1032,12067,Tau,12-Jul-18,MAR,ADULT,1169,1,2286,1,2.5,1,0,35,37,-14.214405,-169.488093,Forereef,Mid
HA1801,2018,TAU-1034,12053,Tau,12-Jul-18,BH,JUVENILE,1163,1,2290,1,1,1,0,51,51,-14.214847,-169.502174,Forereef,Mid
HA1801,2018,TAU-1080,12054,Tau,12-Jul-18,BH,JUVENILE,1165,1,2310,1,1,1,0,36,49,-14.228211,-169.518733,Forereef,Mid
HA1801,2018,TAU-1016,12055,Tau,12-Jul-18,BH,ADULT,1167,1,2324,5,2.5,1,0,23,23,-14.22437,-169.519716,Forereef,Shallow
HA1801,2018,TAU-1016,12055,Tau,12-Jul-18,BVA,JUVENILE,1167,1,2344,3,1,1,0,23,23,-14.22437,-169.519716,Forereef,Shallow
HA1801,2018,TAU-1034,12053,Tau,12-Jul-18,BVA,JUVENILE,1163,1,2366,3,1,1,0,51,51,-14.214847,-169.502174,Forereef,Mid
HA1801,2018,ROS-1101,12093,Rose,14-Jul-18,MAR,JUVENILE,1183,1,2386,5,1,1,0,38,40,-14.536229,-168.163882,Forereef,Mid
HA1801,2018,ROS-1071,12094,Rose,14-Jul-18,MAR,JUVENILE,1185,1,2400,5,1,1,0,33,36,-14.54374,-168.171819,Forereef,Mid
HA1801,2018,ROS-1056,12102,Rose,14-Jul-18,BH,JUVENILE,1193,1,2422,1,1,1,0,36,38,-14.554979,-168.147469,Forereef,Mid
HA1801,2018,ROS-1067,12101,Rose,14-Jul-18,BH,JUVENILE,1191,1,2442,1,1,1,0,42,44,-14.537016,-168.146952,Forereef,Mid
HA1801,2018,ROS-1048,12100,Rose,14-Jul-18,BVA,ADULT,1189,1,2444,5,2.5,1,0,63,67,-14.541729,-168.14392,Forereef,Deep
HA1801,2018,ROS-1076,12122,Rose,15-Jul-18,MAR,JUVENILE,1211,1,2512,1,1,1,0,54,56,-14.539075,-168.145745,Forereef,Shallow
HA1801,2018,ROS-5001,12103,Rose,14-Jul-18,BVA,ADULT,1195,1,2482,7,2.5,1,0,16,22,-14.550748,-168.167005,Forereef,Shallow
HA1801,2018,ROS-1076,12122,Rose,15-Jul-18,MAR,ADULT,1211,1,2528,5,2.5,1,0,54,56,-14.539075,-168.145745,Forereef,Shallow
HA1801,2018,ROS-1105,12116,Rose,15-Jul-18,BH,ADULT,1209,1,2540,1,2.5,1,0,29,32,-14.537268,-168.168625,Forereef,Mid
HA1801,2018,ROS-1053,12124,Rose,15-Jul-18,BVA,JUVENILE,1215,1,2580,5,1,1,0,39,44,-14.53228,-168.1577,Forereef,Shallow
HA1801,2018,TAU-1062,12140,Tau,16-Jul-18,MSW,JUVENILE,1227,1,2744,3,1,1,0,50,53,-14.275484,-169.492214,Forereef,Mid
HA1801,2018,TUT-3023,12164,Tutuila,17-Jul-18,BH,ADULT,1249,1,2746,5,2.5,1,0,16,18,-14.326863,-170.833775,Forereef,Shallow
HA1801,2018,TUT-3006,12160,Tutuila,17-Jul-18,MSW,ADULT,1241,1,2750,7,2.5,1,0,80,82,-14.360337,-170.786386,Forereef,Deep
HA1801,2018,TUT-3020,12162,Tutuila,17-Jul-18,MSW,ADULT,1245,1,2752,7,2.5,1,0,42,45,-14.336623,-170.804069,Forereef,Mid
HA1801,2018,TUT-3026,12163,Tutuila,17-Jul-18,MSW,ADULT,1247,1,2754,7,2.5,1,0,15,17,-14.330663,-170.814113,Forereef,Shallow
HA1801,2018,TUT-2803,12179,Tutuila,18-Jul-18,BVA,ADULT,1263,1,2758,3,2.5,1,0,70,72,-14.29288,-170.54982,Forereef,Deep
HA1801,2018,TUT-2806,12178,Tutuila,18-Jul-18,BVA,ADULT,1261,1,2762,3,2.5,1,0,62,65,-14.293038,-170.55251,Forereef,Deep
HA1801,2018,TUT-2808,12181,Tutuila,18-Jul-18,BVA,JUVENILE,1267,1,2768,3,1,1,0,46,46,-14.296497,-170.566111,Forereef,Mid
HA1801,2018,TUT-2812,12180,Tutuila,18-Jul-18,BVA,JUVENILE,1265,1,2772,3,1,1,0,44,48,-14.295019,-170.558202,Forereef,Mid
HA1801,2018,TUT-2806,12178,Tutuila,18-Jul-18,BH,ADULT,1261,1,2774,5,2.5,1,0,62,65,-14.293038,-170.55251,Forereef,Deep
HA1801,2018,TUT-2806,12178,Tutuila,18-Jul-18,BH,JUVENILE,1261,1,2776,5,1,1,0,62,65,-14.293038,-170.55251,Forereef,Deep
HA1801,2018,TUT-2812,12180,Tutuila,18-Jul-18,BH,ADULT,1265,1,2784,5,2.5,1,0,44,48,-14.295019,-170.558202,Forereef,Mid
HA1801,2018,TUT-2808,12181,Tutuila,18-Jul-18,BH,ADULT,1267,1,2788,5,2.5,1,0,46,46,-14.296497,-170.566111,Forereef,Mid
HA1801,2018,TUT-2806,12178,Tutuila,18-Jul-18,MSW,ADULT,1261,1,2792,7,2.5,1,-,62,65,-14.293038,-170.55251,Forereef,Deep
HA1801,2018,TUT-2806,12178,Tutuila,18-Jul-18,MAR,ADULT,1261,1,2804,1,2.5,1,-,62,65,-14.293038,-170.55251,Forereef,Deep
HA1801,2018,TUT-2803,12179,Tutuila,18-Jul-18,MAR,ADULT,1263,1,2808,1,2.5,1,0,70,72,-14.29288,-170.54982,Forereef,Deep
HA1801,2018,TUT-2812,12180,Tutuila,18-Jul-18,MAR,JUVENILE,1265,1,2814,1,1,1,-,44,48,-14.295019,-170.558202,Forereef,Mid
HA1801,2018,JAR-2021,12216,Jarvis,28-Jul-18,MSW,ADULT,1289,1,2850,3,2.5,1,0,11,13,-0.365375,-160.006035,Forereef,Shallow
HA1801,2018,TUT-2808,12181,Tutuila,18-Jul-18,MAR,ADULT,1267,1,2824,1,2.5,1,0,46,46,-14.296497,-170.566111,Forereef,Mid
HA1801,2018,JAR-1980,12212,Jarvis,28-Jul-18,CSC,JUVENILE,1281,1,2854,1,1,1,-1,54,55,-0.362512,-159.992721,Forereef,Mid
HA1801,2018,JAR-1980,12212,Jarvis,28-Jul-18,CSC,ADULT,1281,1,2858,7,2.5,1,-1,54,55,-0.362512,-159.992721,Forereef,Mid
HA1801,2018,JAR-1916,12213,Jarvis,28-Jul-18,CSC,ADULT,1283,1,2864,1,2.5,1,0,73,73,-0.362684,-160.004485,Forereef,Deep
HA1801,2018,JAR-2019,12217,Jarvis,28-Jul-18,BH,ADULT,1291,1,2896,5,2.5,1,0,8,11,-0.369821,-160.00832,Forereef,Shallow
HA1801,2018,JAR-2021,12216,Jarvis,28-Jul-18,BH,ADULT,1289,1,2892,5,2.5,1,0,11,13,-0.365375,-160.006035,Forereef,Shallow
HA1801,2018,JAR-2019,12217,Jarvis,28-Jul-18,BH,JUVENILE,1291,1,2898,5,1,1,-1,8,11,-0.369821,-160.00832,Forereef,Shallow
HA1801,2018,JAR-2019,12217,Jarvis,28-Jul-18,ALG,ADULT,1291,1,2900,7,2.5,1,-1,8,11,-0.369821,-160.00832,Forereef,Shallow
HA1801,2018,JAR-1948,12214,Jarvis,28-Jul-18,CSC,JUVENILE,1285,1,2904,1,1,1,-1,34,35,-0.361651,-159.998288,Forereef,Mid
HA1801,2018,JAR-1948,12214,Jarvis,28-Jul-18,CSC,JUVENILE,1285,1,2908,3,1,1,-1,34,35,-0.361651,-159.998288,Forereef,Mid
HA1801,2018,JAR-1995,12215,Jarvis,28-Jul-18,CSC,ADULT,1287,1,2914,1,2.5,1,-1,17,22,-0.362745,-160.001952,Forereef,Shallow
HA1801,2018,JAR-1995,12215,Jarvis,28-Jul-18,CSC,ADULT,1287,1,2918,3,2.5,1,-1,17,22,-0.362745,-160.001952,Forereef,Shallow
HA1801,2018,JAR-1995,12215,Jarvis,28-Jul-18,CSC,ADULT,1287,1,2922,5,2.5,1,0,17,22,-0.362745,-160.001952,Forereef,Shallow
HA1801,2018,JAR-2021,12216,Jarvis,28-Jul-18,CSC,ADULT,1289,1,2926,1,2.5,1,0,11,13,-0.365375,-160.006035,Forereef,Shallow
HA1801,2018,JAR-1919,12232,Jarvis,29-Jul-18,JDG,JUVENILE,1301,1,2944,1,1,1,-1,65,70,-0.373424,-159.973332,Forereef,Deep
HA1801,2018,JAR-1984,12233,Jarvis,29-Jul-18,JDG,ADULT,1303,1,2952,1,2.5,1,0,21,25,-0.374247,-159.981524,Forereef,Mid
HA1801,2018,JAR-1984,12233,Jarvis,29-Jul-18,JDG,JUVENILE,1303,1,2954,1,1,1,0,21,25,-0.374247,-159.981524,Forereef,Mid
HA1801,2018,JAR-1984,12233,Jarvis,29-Jul-18,JDG,ADULT,1303,1,2956,5,2.5,1,0,21,25,-0.374247,-159.981524,Forereef,Mid
HA1801,2018,JAR-1984,12233,Jarvis,29-Jul-18,BH,JUVENILE,1303,1,2958,3,1,1,0,21,25,-0.374247,-159.981524,Forereef,Mid
HA1801,2018,JAR-1935,12248,Jarvis,29-Jul-18,MSW,ADULT,1311,1,2964,1,2.5,1,-1,48,55,-0.368347,-159.978151,Forereef,Mid
HA1801,2018,JAR-1919,12232,Jarvis,29-Jul-18,BH,ADULT,1301,1,2976,5,2.5,1,0,65,70,-0.373424,-159.973332,Forereef,Deep
HA1801,2018,JAR-1919,12232,Jarvis,29-Jul-18,BH,ADULT,1301,1,2980,3,2.5,1,0,65,70,-0.373424,-159.973332,Forereef,Deep
HA1801,2018,JAR-1918,12247,Jarvis,29-Jul-18,ALG,ADULT,1309,1,2996,7,2.5,1,0,66,67,-0.366124,-159.981343,Forereef,Deep
HA1801,2018,JAR-1935,12248,Jarvis,29-Jul-18,ALG,ADULT,1311,1,3000,7,2.5,1,0,48,55,-0.368347,-159.978151,Forereef,Mid
HA1801,2018,JAR-1984,12233,Jarvis,29-Jul-18,BH,ADULT,1303,1,3004,7,2.5,1,0,21,25,-0.374247,-159.981524,Forereef,Mid
HA1801,2018,JAR-1974,12234,Jarvis,29-Jul-18,BH,ADULT,1305,1,3008,3,2.5,1,-1,31,35,-0.375679,-159.976233,Forereef,Mid
HA1801,2018,JAR-1974,12234,Jarvis,29-Jul-18,BH,JUVENILE,1305,1,3010,3,1,1,-1,31,35,-0.375679,-159.976233,Forereef,Mid
HA1801,2018,JAR-1974,12234,Jarvis,29-Jul-18,BH,ADULT,1305,1,3012,5,2.5,1,0,31,35,-0.375679,-159.976233,Forereef,Mid
HA1801,2018,JAR-1974,12234,Jarvis,29-Jul-18,BH,JUVENILE,1305,1,3014,5,1,1,0,31,35,-0.375679,-159.976233,Forereef,Mid
HA1801,2018,JAR-1997,12251,Jarvis,29-Jul-18,ALG,ADULT,1317,1,3028,7,2.5,1,0,21,23,-0.368374,-159.981009,Forereef,Shallow
HA1801,2018,JAR-1918,12247,Jarvis,29-Jul-18,CSC,JUVENILE,1309,1,3052,3,1,1,0,66,67,-0.366124,-159.981343,Forereef,Deep
HA1801,2018,JAR-1918,12247,Jarvis,29-Jul-18,CSC,ADULT,1309,1,3054,3,2.5,1,-1,66,67,-0.366124,-159.981343,Forereef,Deep
HA1801,2018,TUT-5005,11941,Tutuila,5-Jul-18,MAR,ADULT,1045,1,1846,7,2.5,1,0,43,45,-14.276832,-170.557578,Forereef,Mid
HA1801,2018,TUT-2852,11955,Tutuila,6-Jul-18,MSW,ADULT,1067,1,1884,5,2.5,1,0,61,63,-14.360848,-170.750407,Forereef,Deep
HA1801,2018,TUT-2852,11955,Tutuila,6-Jul-18,BH,ADULT,1067,1,1894,1,2.5,1,0,61,63,-14.360848,-170.750407,Forereef,Deep
HA1801,2018,TUT-2850,11952,Tutuila,6-Jul-18,JDG,ADULT,1061,1,1900,1,2.5,1,0,73,75,-14.364336,-170.752103,Forereef,Deep
HA1801,2018,TUT-2854,11954,Tutuila,6-Jul-18,BVA,ADULT,1065,1,1934,3,2.5,1,0,44,46,-14.365348,-170.75252,Forereef,Mid
HA1801,2018,OFU-987,11972,Ofu & Olosega,7-Jul-18,MAR,ADULT,1081,1,1948,5,2.5,1,0,74,76,-14.186709,-169.663998,Forereef,Deep
HA1801,2018,OFU-1014,11973,Ofu & Olosega,7-Jul-18,MAR,JUVENILE,1083,1,1952,1,1,1,0,24,27,-14.178103,-169.65009,Forereef,Mid
HA1801,2018,OFU-1014,11973,Ofu & Olosega,7-Jul-18,MAR,JUVENILE,1083,1,1960,5,1,1,0,24,27,-14.178103,-169.65009,Forereef,Mid
HA1801,2018,OFU-1004,11974,Ofu & Olosega,7-Jul-18,BH,JUVENILE,1085,1,1980,3,1,1,0,36,38,-14.172599,-169.64201,Forereef,Mid
HA1801,2018,OFU-1004,11974,Ofu & Olosega,7-Jul-18,MAR,JUVENILE,1085,1,1992,1,1,1,0,36,38,-14.172599,-169.64201,Forereef,Mid
HA1801,2018,OFU-1004,11974,Ofu & Olosega,7-Jul-18,MAR,ADULT,1085,1,2006,7,2.5,1,0,36,38,-14.172599,-169.64201,Forereef,Mid
HA1801,2018,OFU-1045,11975,Ofu & Olosega,7-Jul-18,MAR,ADULT,1087,1,2012,7,2.5,1,0,52,54,-14.174067,-169.644303,Forereef,Mid
HA1801,2018,OFU-1045,11975,Ofu & Olosega,7-Jul-18,BH,JUVENILE,1087,1,2024,5,1,1,0,52,54,-14.174067,-169.644303,Forereef,Mid
HA1801,2018,OFU-1033,11995,Ofu & Olosega,9-Jul-18,MAR,ADULT,1107,1,2084,5,2.5,1,0,10,12,-14.162226,-169.620536,Forereef,Shallow
HA1801,2018,OFU-995,11997,Ofu & Olosega,9-Jul-18,MSW,ADULT,1111,1,2102,3,2.5,1,0,63,66,-14.164359,-169.655835,Forereef,Deep
HA1801,2018,OFU-1047,11996,Ofu & Olosega,9-Jul-18,JDG,ADULT,1109,1,2142,1,2.5,1,0,54,64,-14.160672,-169.667964,Forereef,Deep
HA1801,2018,OFU-1034,11998,Ofu & Olosega,9-Jul-18,JDG,ADULT,1113,1,2156,5,2.5,1,0,16,20,-14.164042,-169.659891,Forereef,Shallow
HA1801,2018,OFU-1034,11998,Ofu & Olosega,9-Jul-18,JDG,JUVENILE,1113,1,2160,5,1,1,0,16,20,-14.164042,-169.659891,Forereef,Shallow
HA1801,2018,OFU-1051,12012,Ofu & Olosega,10-Jul-18,BH,JUVENILE,1121,1,2186,3,1,1,0,44,45,-14.163539,-169.687395,Forereef,Mid
HA1801,2018,OFU-1051,12012,Ofu & Olosega,10-Jul-18,MAR,JUVENILE,1121,1,2196,5,1,1,-,44,45,-14.163539,-169.687395,Forereef,Mid
